S.no,HS_ID,Status,Date,Diff.
1283,A221,Sales Confirmation,11-Dec-2023,1
1284,A221,Purchase Date,20-Nov-2023,1
1285,A221,Project Start Date,21-Nov-2023,1
1286,A222,Sales Confirmation,5-Dec-2023,1
1287,A222,Purchase Date,7-Nov-2023,1
1288,A222,Final Data Received,12-Dec-2023,1
1289,A222,Project Start Date,12-Dec-2023,1
1290,A26,Final Data Received,12-Dec-2023,1
1291,A26,Project Start Date,12-Dec-2023,1
1292,A26,1st Cut Delivery,13-Dec-2023,1
1293,A26,Confirmation for Final Delivery,13-Dec-2023,1
1294,A26,Final Delivery,13-Dec-2023,1
1295,A200,Partial Data Received,4-Dec-2023,1
1296,A200,Tower Modeling Start,4-Dec-2023,1
1297,A200,Tower Modeling End,13-Dec-2023,1
1298,A223,Sales Confirmation,13-Dec-2023,1
1299,A223,Purchase Date,30-Nov-2023,1
1300,A202,1st Cut Delivery,13-Dec-2023,1
1301,A47,1st Cut Delivery,8-Dec-2023,1
1302,A47,1st Rework Received,12-Dec-2023,1
1303,A47,1st Rework Start,12-Dec-2023,1
1304,A47,1st Rework End,13-Dec-2023,1
1305,A47,Confirmation for Final Delivery,13-Dec-2023,1
1306,A47,Final Delivery,13-Dec-2023,1
1307,A46,3rd Playblast Rework End,8-Dec-2023,1
1308,A46,Confirmation for Final Delivery,13-Dec-2023,1
1309,A46,Final Delivery,13-Dec-2023,1
1310,A224,Sales Confirmation,6-Dec-2023,1
1311,A224,Purchase Date,4-Dec-2023,1
1312,A225,Sales Confirmation,6-Dec-2023,1
1313,A225,Purchase Date,4-Dec-2023,1
1314,A220,1st Cut Delivery,14-Dec-2023,1
1315,A76,Confirmation for Final Delivery,14-Dec-2023,1
1316,A76,Final Delivery,14-Dec-2023,1
1317,A226,Sales Confirmation,14-Dec-2023,1
1318,A226,Purchase Date,11-Dec-2023,1
1319,A226,Final Data Received,14-Dec-2023,1
1320,A226,Project Start Date,15-Dec-2023,1
1321,A186,Confirmation for Final Delivery,11-Dec-2023,1
1322,A186,Final Delivery,14-Dec-2023,1
1323,A204,Partial Data Received,6-Dec-2023,1
1324,A204,Project Start Date,6-Dec-2023,1
1325,A205,Final Data Received,6-Dec-2023,1
1326,A205,Project Start Date,6-Dec-2023,1
1327,A227,Sales Confirmation,12-Dec-2023,1
1328,A228,Sales Confirmation,12-Dec-2023,1
1329,A229,Sales Confirmation,12-Dec-2023,1
1330,A230,Sales Confirmation,12-Dec-2023,1
1331,A227,Purchase Date,4-Dec-2023,1
1332,A228,Purchase Date,4-Dec-2023,1
1333,A229,Purchase Date,4-Dec-2023,1
1334,A230,Purchase Date,4-Dec-2023,1
1335,A219,1st Cut Delivery,15-Dec-2023,1
1336,A231,Sales Confirmation,19-Dec-2023,1
1337,A231,Purchase Date,30-Nov-2023,1
1338,A232,Sales Confirmation,19-Dec-2023,1
1339,A232,Purchase Date,21-Sep-2023,1
1340,A232,Final Data Received,21-Sep-2023,1
1341,A232,Project Start Date,21-Sep-2023,1
1342,A221,1st Cut Delivery,19-Dec-2023,1
1343,A167,1st Cut Delivery,19-Dec-2023,1
1344,A168,1st Cut Delivery,19-Dec-2023,1
1345,A216,Final Delivery,21-Dec-2023,1
1346,A104,3nd Rework Received,2-Dec-2023,1
1347,A104,3rd Rework Approval/Clarification,12-Dec-2023,1
1348,A104,3rd Rework Start,14-Dec-2023,1
1349,A104,3rd Rework End,22-Dec-2023,1
1350,A107,5th Rework Received,2-Dec-2023,1
1351,A107,5th Rework Approval/Clarification,12-Dec-2023,1
1352,A107,5th Rework Start,12-Dec-2023,1
1353,A107,5th Rework End,15-Dec-2023,1
1354,A202,1st Rework Received,5-Dec-2023,1
1355,A202,1st Rework Approval/Clarification,22-Dec-2023,1
1356,A202,1st Rework Start,22-Dec-2023,1
1357,A233,Sales Confirmation,22-Dec-2023,1
1358,A233,Purchase Date,27-Nov-2023,1
1359,A144,1st Cut Delivery,22-Dec-2023,1
1360,A226,1st Cut Delivery,22-Dec-2023,1
1361,A233,Final Data Received,22-Dec-2023,1
1362,A233,Project Start Date,26-Dec-2023,1
1363,A192,Partial Data Received,11-Dec-2023,1
1364,A192,Tower Modeling Start,12-Dec-2023,1
1365,A192,Tower Modeling End,22-Dec-2023,1
1366,A202,1st Rework End,26-Dec-2023,1
1367,A175,Final Delivery,26-Dec-2023,1
1368,A167,1st Rework Received,22-Dec-2023,1
1369,A167,1st Rework Start,22-Dec-2023,1
1370,A167,1st Rework End,26-Dec-2023,1
1371,A168,1st Rework Received,22-Dec-2023,1
1372,A168,1st Rework Start,22-Dec-2023,1
1373,A168,1st Rework End,26-Dec-2023,1
1374,A234,Sales Confirmation,27-Dec-2023,1
1375,A110,Project Start Date,27-Dec-2023,1
1376,A104,4th Rework Received,26-Dec-2023,1
1377,A104,4th Rework Start,27-Dec-2023,1
1378,A104,4th Rework End,27-Dec-2023,1
1379,A202,Confirmation for Final Delivery,27-Dec-2023,1
1380,A202,Final Delivery,28-Dec-2023,1
1381,A190,1st Cut Delivery,18-Nov-2023,1
1382,A191,Final Delivery,20-Dec-2023,1
1383,A190,Final Delivery,20-Dec-2023,1
1384,A163,2nd Rework Approval/Clarification,12-Dec-2023,1
1385,A163,2nd Rework Start,12-Dec-2023,1
1386,A163,2nd Rework End,29-Dec-2023,1
1387,A222,1st Cut Delivery,22-Dec-2023,1
1388,A218,Project Start Date,26-Dec-2023,1
1389,A218,Photoshoot Start,26-Dec-2023,1
1390,A218,Photoshoot End,26-Dec-2023,1
1391,A218,1st Cut Delivery,29-Dec-2023,1
1392,A232,1st Cut Delivery,29-Dec-2023,1
1393,A80,Playblast Confirmation,12-Dec-2023,1
1394,A80,Nth Delivery,29-Dec-2023,1
1395,A235,Purchase Date,31-Dec-2023,1
1396,A235,Sales Confirmation,31-Dec-2023,1
1397,A236,Sales Confirmation,2-Jan-2024,1
1398,A236,Purchase Date,28-Dec-2023,1
1399,A221,Confirmation for Final Delivery,29-Dec-2023,1
1400,A221,Final Delivery,2-Jan-2024,1
1401,A218,1st Rework Received,2-Jan-2024,1
1402,A218,1st Rework Start,2-Jan-2024,1
1403,A218,1st Rework End,3-Jan-2024,1
1404,A192,1st Tower Modeling Rework Received,27-Dec-2023,1
1405,A192,1st Tower Modeling Rework Start,29-Dec-2023,1
1406,A192,1st Tower Modeling Rework End,3-Jan-2024,1
1407,A233,1st Cut Delivery,3-Jan-2024,1
1408,A220,1st Rework Received,3-Jan-2024,1
1409,A220,1st Rework Start,3-Jan-2024,1
1410,A220,1st Rework End,4-Jan-2024,1
1411,A226,1st Rework Received,29-Dec-2023,1
1412,A226,1st Rework Start,2-Jan-2024,1
1413,A226,1st Rework End,4-Jan-2024,1
1414,A222,1st Rework Received,2-Jan-2024,1
1415,A222,1st Rework Start,3-Jan-2024,1
1416,A222,1st Rework End,4-Jan-2024,1
1417,A232,Confirmation for Final Delivery,3-Jan-2024,1
1418,A232,Final Delivery,4-Jan-2024,1
1419,A163,Final Delivery,5-Jan-2024,1
1420,A237,Sales Confirmation,6-Oct-2023,1
1421,A237,Purchase Date,6-Oct-2023,1
1422,A237,Project Start Date,5-Jan-2024,1
1423,A111,Confirmation for Final Delivery,2-Jan-2024,1
1424,A111,Final Delivery,5-Jan-2024,1
1425,A223,Final Data Received,5-Jan-2024,1
1426,A223,Project Start Date,8-Jan-2024,1
1427,A167,Confirmation for Final Delivery,5-Jan-2024,1
1428,A168,Confirmation for Final Delivery,5-Jan-2024,1
1429,A167,Final Delivery,8-Jan-2024,1
1430,A168,Final Delivery,8-Jan-2024,1
1431,A104,5th Rework Received,28-Dec-2023,1
1432,A104,5th Tower Modeling Rework Approval/Clarification,8-Jan-2024,1
1433,A104,5th Rework Start,8-Jan-2024,1
1434,A104,5th Rework End,8-Jan-2024,1
1435,A238,Purchase Date,9-Jan-2024,1
1436,A239,Purchase Date,9-Jan-2024,1
1437,A238,Sales Confirmation,9-Jan-2024,1
1438,A239,Sales Confirmation,9-Jan-2024,1
1439,A110,Tower Modeling Start,28-Dec-2023,1
1440,A110,Tower Modeling End,9-Jan-2024,1
1441,A240,Sales Confirmation,29-Dec-2023,1
1442,A240,1st Rework Received,29-Dec-2023,1
1443,A240,1st Rework Start,19-Jan-2024,1
1444,A231,Final Data Received,26-Dec-2023,1
1445,A231,Project Start Date,27-Dec-2023,1
1446,A231,1st Cut Delivery,9-Jan-2024,1
1447,A218,Confirmation for Final Delivery,3-Jan-2024,1
1448,A218,Final Delivery,10-Jan-2024,1
1449,A177,Confirmation for Final Delivery,8-Jan-2024,1
1450,A177,Final Delivery,11-Jan-2024,1
1451,A144,1st Rework Received,10-Jan-2024,1
1452,A144,1st Rework Start,10-Jan-2024,1
1453,A144,1st Rework End,11-Jan-2024,1
1454,A237,1st Cut Delivery,11-Jan-2024,1
1455,A242,Sales Confirmation,12-Jan-2024,1
1456,A242,Purchase Date,9-Jan-2024,1
1457,A241,Sales Confirmation,12-Jan-2024,1
1458,A241,Purchase Date,28-Dec-2023,1
1459,A231,1st Rework Received,12-Jan-2024,1
1460,A231,1st Rework Start,12-Jan-2024,1
1461,A231,1st Rework End,15-Jan-2024,1
1462,A243,Sales Confirmation,11-Jan-2024,1
1463,A243,Purchase Date,21-Dec-2023,1
1464,A243,Final Data Received,12-Jan-2024,1
1465,A243,Project Start Date,15-Jan-2024,1
1466,A244,Sales Confirmation,16-Jan-2024,1
1467,A244,Purchase Date,27-Oct-2023,1
1468,A245,Sales Confirmation,17-Jan-2024,1
1469,A245,Purchase Date,22-Jan-2024,1
1470,A104,Playblast Delivery,17-Jan-2024,1
1471,A247,Sales Confirmation,28-Jul-2023,1
1472,A80,1st Nth Rework Received,3-Jan-2024,1
1473,A80,1st Nth Rework Approval/Clarification,8-Jan-2024,1
1474,A80,1st Nth Rework Start,12-Jan-2024,1
1475,A192,1st Tower Modeling Rework Received,3-Jan-2024,1
1476,A192,1st Tower Modeling Rework Approval/Clarification,8-Jan-2024,1
1477,A192,1st Tower Modeling Rework Start,10-Jan-2024,1
1478,A192,1st Tower Modeling Rework End,11-Jan-2024,1
1479,A192,Tower Modeling Confirmation,17-Jan-2024,1
1480,A204,Tower Modeling Start,4-Dec-2023,1
1481,A204,Tower Modeling End,12-Dec-2023,1
1482,A204,1st Tower Modeling Rework Received,8-Jan-2024,1
1483,A204,1st Tower Modeling Rework Start,9-Jan-2024,1
1484,A204,1st Tower Modeling Rework End,11-Jan-2024,1
1485,A200,1st Tower Modeling Rework Received,21-Dec-2023,1
1486,A200,1st Tower Modeling Rework Start,22-Dec-2023,1
1487,A200,1st Tower Modeling Rework End,29-Dec-2023,1
1488,A96,3rd Rework Approval/Clarification,7-Dec-2023,1
1489,A96,3rd Rework Start,18-Dec-2023,1
1490,A96,3rd Rework End,23-Dec-2023,1
1491,A12,1st Rework Received,20-Dec-2023,1
1492,A12,1st Rework Approval/Clarification,21-Dec-2023,1
1493,A12,1st Rework Start,10-Jan-2024,1
1494,A12,1st Rework End,10-Jan-2024,1
1495,A193,Project Start Date,16-Jan-2024,1
1496,A193,Tower Modeling Start,16-Jan-2024,1
1497,A193,Tower Modeling End,20-Jan-2024,1
1498,A205,1st Cut Delivery,26-Dec-2023,1
1499,A205,1st Rework Received,8-Jan-2024,1
1500,A205,1st Rework Approval/Clarification,12-Jan-2024,1
1501,A205,1st Rework Start,15-Jan-2024,1
1502,A205,1st Rework End,18-Jan-2024,1
1503,A223,1st Cut Delivery,18-Jan-2024,1
1504,A124,Confirmation for Final Delivery,20-Jan-2024,1
1505,A124,Final Delivery,21-Jan-2024,1
1506,A248,Purchase Date,22-Jan-2024,1
1507,A248,Sales Confirmation,22-Jan-2024,1
1508,A249,Purchase Date,10-Dec-2023,1
1509,A249,Sales Confirmation,22-Jan-2024,1
1510,A92,Final Data Received,2-Jan-2024,1
1511,A92,Project Start Date,3-Jan-2024,1
1512,A242,Project Start Date,18-Jan-2024,1
1513,A242,Photoshoot Start,19-Jan-2024,1
1514,A242,Photoshoot End,19-Jan-2024,1
1515,A244,Project Start Date,19-Jan-2024,1
1516,A244,Photoshoot Start,20-Jan-2024,1
1517,A244,Photoshoot End,20-Jan-2024,1
1518,A245,Final Data Received,19-Jan-2024,1
1519,A245,Project Start Date,22-Jan-2024,1
1520,A241,Final Data Received,12-Jan-2024,1
1521,A241,Project Start Date,12-Jan-2024,1
1522,A241,1st Cut Delivery,22-Jan-2024,1
1523,A243,1st Cut Delivery,23-Jan-2024,1
1524,A80,1st Nth Rework End,22-Jan-2024,1
1525,A250,Sales Confirmation,23-Jan-2024,1
1526,A250,Purchase Date,2-Jan-2024,1
1527,A246,Sales Confirmation,29-Dec-2023,1
1528,A246,Purchase Date,27-Dec-2023,1
1529,A246,Final Data Received,17-Jan-2024,1
1530,A246,Project Start Date,18-Jan-2024,1
1531,A251,Purchase Date,12-Aug-2023,1
1532,A251,Sales Confirmation,22-Jan-2024,1
1533,A231,Confirmation for Final Delivery,23-Jan-2024,1
1534,A231,Final Delivery,23-Jan-2024,1
1535,A251,Project Start Date,24-Jan-2024,1
1536,A252,Sales Confirmation,24-Jan-2024,1
1537,A252,Purchase Date,1-Feb-2024,1
1538,A253,Sales Confirmation,25-Jan-2024,1
1539,A253,Purchase Date,31-Jan-2024,1
1540,A254,Sales Confirmation,25-Jan-2024,1
1541,A254,Purchase Date,16-Jan-2024,1
1542,A254,Project Start Date,25-Jan-2024,1
1543,A255,Sales Confirmation,25-Jan-2024,1
1544,A255,Purchase Date,2-Jan-2024,1
1545,A244,Final Delivery,25-Jan-2024,1
1546,A240,1st Rework End,25-Jan-2024,1
1547,A242,Final Delivery,25-Jan-2024,1
1548,A251,1st Cut Delivery,30-Jan-2024,1
1549,A256,Purchase Date,17-Jan-2024,1
1550,A256,Sales Confirmation,23-Jan-2024,1
1551,A257,Purchase Date,30-Jan-2024,1
1552,A257,Sales Confirmation,30-Jan-2024,1
1553,A248,Project Start Date,31-Jan-2024,1
1554,A251,Confirmation for Final Delivery,31-Jan-2024,1
1555,A251,Final Delivery,1-Feb-2024,1
1556,A260,Sales Confirmation,29-Jan-2024,1
1557,A260,Purchase Date,1-Nov-2023,1
1558,A260,Project Start Date,2-Feb-2024,1
1559,A260,Photoshoot Start,2-Feb-2024,1
1560,A260,Photoshoot End,2-Feb-2024,1
1561,A261,Sales Confirmation,29-Jan-2024,1
1562,A261,Purchase Date,30-Jan-2024,1
1563,A262,Sales Confirmation,29-Jan-2024,1
1564,A262,Purchase Date,30-Jan-2024,1
1565,A246,1st Cut Delivery,29-Jan-2024,1
1566,A241,1st Rework Received,24-Jan-2024,1
1567,A241,1st Rework Start,26-Jan-2024,1
1568,A241,1st Rework End,30-Jan-2024,1
1569,A192,Playblast Delivery,30-Jan-2024,1
1570,A263,Sales Confirmation,31-Jan-2024,1
1571,A263,Purchase Date,25-Jan-2024,1
1572,A233,1st Rework Received,29-Jan-2024,1
1573,A233,1st Rework Start,30-Jan-2024,1
1574,A233,1st Rework End,31-Jan-2024,1
1575,A263,Project Start Date,3-Feb-2024,1
1576,A263,Photoshoot Start,3-Feb-2024,1
1577,A263,Photoshoot End,3-Feb-2024,1
1578,A245,1st Cut Delivery,31-Jan-2024,1
1579,A245,Confirmation for Final Delivery,1-Feb-2024,1
1580,A245,Final Delivery,1-Feb-2024,1
1581,A240,2nd Rework Received,30-Jan-2024,1
1582,A240,2nd Rework Start,31-Jan-2024,1
1583,A240,2nd Rework End,1-Feb-2024,1
1584,A223,1st Rework Received,25-Jan-2024,1
1585,A223,1st Rework Approval/Clarification,26-Jan-2024,1
1586,A223,1st Rework Start,29-Jan-2024,1
1587,A223,1st Rework End,2-Feb-2024,1
1588,A85,Confirmation for Final Delivery,31-Jan-2024,1
1589,A85,Final Delivery,31-Jan-2024,1
1590,A264,1st Rework End,1-Sep-2023,1
1591,A240,Nth Confirmation,2-Feb-2024,1
1592,A257,1st Rework Received,31-May-2024,1
1593,A257,1st Rework Start,31-May-2024,1
1594,A257,1st Rework End,31-May-2024,1
1595,A219,1st Rework Received,30-Jan-2024,1
1596,A219,1st Rework Approval/Clarification,30-Jan-2024,1
1597,A219,1st Rework Start,30-Jan-2024,1
1598,A219,1st Rework End,2-Feb-2024,1
1599,A265,Sales Confirmation,31-Jan-2024,1
1600,A265,Purchase Date,27-Dec-2023,1
1601,A265,Project Start Date,2-Feb-2024,1
1602,A266,Purchase Date,25-Jan-2024,1
1603,A266,Sales Confirmation,5-Feb-2024,1
1604,A267,Purchase Date,25-Jan-2024,1
1605,A267,Sales Confirmation,5-Feb-2024,1
1606,A240,Project Start Date,3-Jan-2024,1
1607,A257,Project Start Date,30-Jan-2024,1
1608,A264,Sales Confirmation,2-Sep-2022,1
1609,A264,Project Start Date,23-Jun-2023,1
1610,A164,2nd Rework Received,29-Jan-2024,1
1611,A164,2nd Rework Approval/Clarification,2-Feb-2024,1
1612,A164,2nd Rework Start,2-Feb-2024,1
1613,A164,2nd Rework End,5-Feb-2024,1
1614,A253,1st Cut Delivery,5-Feb-2024,1
1615,A260,Final Delivery,6-Feb-2024,1
1616,A171,Deemed Consumed,21-Dec-2023,1
1617,A170,Deemed Consumed,29-Nov-2023,1
1618,A268,Purchase Date,20-Sep-2023,1
1619,A268,Sales Confirmation,22-Dec-2023,1
1620,A268,Project Start Date,6-Feb-2024,1
1621,A257,Final Delivery with Watermark,6-Feb-2024,1
1622,A107,Confirmation for Final Delivery,6-Feb-2024,1
1623,A107,Final Delivery,6-Feb-2024,1
1624,A246,1st Rework Received,6-Feb-2024,1
1625,A246,1st Rework Start,6-Feb-2024,1
1626,A246,1st Rework End,7-Feb-2024,1
1627,A115,1st Rework Received,6-Feb-2024,1
1628,A115,1st Rework Approval/Clarification,7-Feb-2024,1
1629,A115,1st Rework Start,7-Feb-2024,1
1630,A269,Purchase Date,2-Feb-2024,1
1631,A270,Purchase Date,2-Feb-2024,1
1632,A269,Sales Confirmation,7-Feb-2024,1
1633,A270,Sales Confirmation,7-Feb-2024,1
1634,A248,1st Cut Delivery,7-Feb-2024,1
1635,A263,Final Delivery,8-Feb-2024,1
1636,A271,Purchase Date,8-Feb-2024,1
1637,A271,Sales Confirmation,9-Feb-2024,1
1638,A222,2nd Rework Received,5-Feb-2024,1
1639,A222,2nd Rework Approval/Clarification,6-Feb-2024,1
1640,A222,2nd Rework Start,7-Feb-2024,1
1641,A222,2nd Rework End,9-Feb-2024,1
1642,A256,Project Start Date,9-Feb-2024,1
1643,A254,1st Cut Delivery,9-Feb-2024,1
1644,A268,Final Delivery,9-Feb-2024,1
1645,A246,Confirmation for Final Delivery,8-Feb-2024,1
1646,A246,Final Delivery,12-Feb-2024,1
1647,A271,Project Start Date,12-Feb-2024,1
1648,A115,1st Rework End,12-Feb-2024,1
1649,A273,Purchase Date,27-Jan-2024,1
1650,A273,Sales Confirmation,29-Jan-2024,1
1651,A274,Purchase Date,27-Jan-2024,1
1652,A274,Sales Confirmation,29-Jan-2024,1
1653,A275,Purchase Date,27-Jan-2024,1
1654,A275,Sales Confirmation,29-Jan-2024,1
1655,A276,Purchase Date,27-Jan-2024,1
1656,A276,Sales Confirmation,29-Jan-2024,1
1657,A277,Purchase Date,10-Feb-2024,1
1658,A277,Sales Confirmation,12-Feb-2024,1
1659,A226,2nd Rework Received,5-Feb-2024,1
1660,A226,2nd Rework Approval/Clarification,6-Feb-2024,1
1661,A226,2nd Rework Start,8-Feb-2024,1
1662,A226,2nd Rework End,12-Feb-2024,1
1663,A272,Purchase Date,5-Feb-2024,1
1664,A272,Sales Confirmation,12-Feb-2024,1
1665,A214,Confirmation for Final Delivery,6-Feb-2024,1
1666,A214,Final Delivery,12-Feb-2024,1
1667,A200,1st Cut Delivery,12-Feb-2024,1
1668,A278,Purchase Date,8-Feb-2024,1
1669,A278,Sales Confirmation,13-Feb-2024,1
1670,A236,Project Start Date,14-Feb-2024,1
1671,A236,Photoshoot Start,14-Feb-2024,1
1672,A236,Photoshoot End,14-Feb-2024,1
1673,A187,Project Start Date,2-Feb-2024,1
1674,A187,Photoshoot Start,2-Feb-2024,1
1675,A187,Photoshoot End,5-Feb-2024,1
1676,A279,Sales Confirmation,11-Dec-2023,1
1677,A279,Purchase Date,31-Oct-2023,1
1678,A5,1st Cut Delivery,22-Jan-2024,1
1679,A92,1st Cut Delivery,26-Jan-2024,1
1680,A80,Nth Confirmation,1-Feb-2024,1
1681,A96,2nd Rework Received,30-Jan-2024,1
1682,A96,2nd Rework Start,2-Feb-2024,1
1683,A96,2nd Rework End,6-Feb-2024,1
1684,A97,2nd Rework Received,30-Jan-2024,1
1685,A98,2nd Rework Received,30-Jan-2024,1
1686,A97,2nd Rework Start,2-Feb-2024,1
1687,A98,2nd Rework Start,2-Feb-2024,1
1688,A97,2nd Rework End,6-Feb-2024,1
1689,A98,2nd Rework End,6-Feb-2024,1
1690,A220,Confirmation for Final Delivery,9-Jan-2024,1
1691,A165,Confirmation for Final Delivery,12-Feb-2024,1
1692,A165,Final Delivery,13-Feb-2024,1
1693,A269,Project Start Date,13-Feb-2024,1
1694,A254,Confirmation for Final Delivery,13-Feb-2024,1
1695,A254,Final Delivery,14-Feb-2024,1
1696,A280,Purchase Date,31-Jan-2024,1
1697,A280,Sales Confirmation,13-Feb-2024,1
1698,A278,Project Start Date,14-Feb-2024,1
1699,A240,Final Delivery with Watermark,14-Feb-2024,1
1700,A241,Confirmation for Final Delivery,14-Feb-2024,1
1701,A241,Final Delivery,15-Feb-2024,1
1702,A222,Confirmation for Final Delivery,14-Feb-2024,1
1703,A222,Final Delivery,15-Feb-2024,1
1704,A265,1st Cut Delivery,15-Feb-2024,1
1705,A281,Sales Confirmation,15-Feb-2024,1
1706,A281,Purchase Date,15-Feb-2024,1
1707,A192,1st Playblast Rework Received,1-Feb-2024,1
1708,A192,1st Playblast Rework Clarification,8-Feb-2024,1
1709,A192,1st Playblast Rework Start,13-Feb-2024,1
1710,A192,1st Playblast Rework End,15-Feb-2024,1
1711,A243,Confirmation for Final Delivery,14-Feb-2024,1
1712,A243,Final Delivery,15-Feb-2024,1
1713,A187,Final Delivery,15-Feb-2024,1
1714,A78,1st Rework Approval/Clarification,15-Feb-2024,1
1715,A78,1st Rework Start,16-Feb-2024,1
1716,A144,2nd Rework Start,16-Feb-2024,1
1717,A144,2nd Rework End,16-Feb-2024,1
1718,A144,2nd Rework Received,15-Feb-2024,1
1719,A253,1st Rework Received,9-Feb-2024,1
1720,A253,1st Rework Approval/Clarification,13-Feb-2024,1
1721,A253,1st Rework Start,16-Feb-2024,1
1722,A253,1st Rework End,16-Feb-2024,1
1723,A272,Project Start Date,16-Feb-2024,1
1724,A264,2nd Rework Start,14-Feb-2024,1
1725,A264,2nd Rework End,16-Feb-2024,1
1726,A20,Deemed Consumed,15-Feb-2024,1
1727,A271,1st Cut Delivery,16-Feb-2024,1
1728,A256,1st Cut Delivery,16-Feb-2024,1
1729,A5,Confirmation for Final Delivery,12-Feb-2024,1
1730,A45,Confirmation for Final Delivery,12-Feb-2024,1
1731,A92,Confirmation for Final Delivery,12-Feb-2024,1
1732,A5,Final Delivery,19-Feb-2024,1
1733,A45,Final Delivery,19-Feb-2024,1
1734,A92,Final Delivery,19-Feb-2024,1
1735,A257,1st Cut Delivery,16-Feb-2024,1
1736,A283,Sales Confirmation,19-Feb-2024,1
1737,A283,Purchase Date,17-Feb-2024,1
1738,A281,Photoshoot Start,20-Feb-2024,1
1739,A281,Photoshoot End,20-Feb-2024,1
1740,A264,Confirmation for Final Delivery,16-Feb-2024,1
1741,A264,Final Delivery,19-Feb-2024,1
1742,A284,Purchase Date,22-Jan-2024,1
1743,A284,Sales Confirmation,16-Feb-2024,1
1744,A256,Confirmation for Final Delivery,19-Feb-2024,1
1745,A265,Confirmation for Final Delivery,19-Feb-2024,1
1746,A265,Final Delivery,19-Feb-2024,1
1747,A236,Final Delivery,19-Feb-2024,1
1748,A42,Confirmation for Final Delivery,15-Feb-2024,1
1749,A42,Final Delivery,20-Feb-2024,1
1750,A286,Sales Confirmation,20-Feb-2024,1
1751,A286,Purchase Date,8-Dec-2023,1
1752,A287,Sales Confirmation,20-Feb-2024,1
1753,A287,Purchase Date,15-Feb-2024,1
1754,A286,Photoshoot Start,24-Feb-2024,1
1755,A286,Photoshoot End,24-Feb-2024,1
1756,A256,Final Delivery,20-Feb-2024,1
1757,A282,Purchase Date,14-Feb-2024,1
1758,A282,Sales Confirmation,16-Feb-2024,1
1759,A253,Confirmation for Final Delivery,19-Feb-2024,1
1760,A253,Final Delivery,20-Feb-2024,1
1761,A204,1st Rework Received,15-Feb-2024,1
1762,A204,1st Rework Start,16-Feb-2024,1
1763,A204,1st Rework End,20-Feb-2024,1
1764,A164,Confirmation for Final Delivery,19-Feb-2024,1
1765,A164,Final Delivery,20-Feb-2024,1
1766,A200,1st Rework Received,16-Feb-2024,1
1767,A200,1st Rework Start,19-Feb-2024,1
1768,A200,1st Rework End,20-Feb-2024,1
1769,A198,Project Start Date,19-Feb-2024,1
1770,A235,Project Start Date,21-Feb-2024,1
1771,A15,1st Rework Received,12-Mar-2024,1
1772,A15,1st Rework Start,13-Mar-2024,1
1773,A223,2nd Rework Received,20-Feb-2024,1
1774,A223,2nd Rework Start,20-Feb-2024,1
1775,A223,2nd Rework End,21-Feb-2024,1
1776,A233,Confirmation for Final Delivery,21-Feb-2024,1
1777,A233,Final Delivery,22-Feb-2024,1
1778,A249,Photoshoot Start,26-Feb-2024,1
1779,A287,Final Data Received,22-Feb-2024,1
1780,A287,Project Start Date,22-Feb-2024,1
1781,A271,1st Rework Received,19-Feb-2024,1
1782,A271,1st Rework Start,20-Feb-2024,1
1783,A271,1st Rework End,22-Feb-2024,1
1784,A143,Project Start Date,22-Feb-2024,1
1785,A288,Purchase Date,22-Jan-2024,1
1786,A288,Sales Confirmation,16-Feb-2024,1
1787,A288,Photoshoot Start,26-Feb-2024,1
1788,A16,3rd Rework Approval/Clarification,9-Feb-2024,1
1789,A16,3rd Rework Start,12-Feb-2024,1
1790,A16,3rd Rework End,22-Feb-2024,1
1791,A269,1st Cut Delivery,22-Feb-2024,1
1792,A234,Purchase Date,1-Dec-2023,1
1793,A80,Final Delivery with Watermark,22-Feb-2024,1
1794,A12,2nd Rework Received,14-Feb-2024,1
1795,A12,2nd Rework Approval/Clarification,16-Feb-2024,1
1796,A12,2nd Rework Start,19-Feb-2024,1
1797,A12,2nd Rework End,22-Feb-2024,1
1798,A78,2nd Rework Approval/Clarification,16-Feb-2024,1
1799,A78,2nd Tower Modeling Rework Start,19-Feb-2024,1
1800,A78,2nd Tower Modeling Rework End,23-Feb-2024,1
1801,A196,Project Start Date,19-Feb-2024,1
1802,A196,2nd Rework Approval/Clarification,12-Mar-2024,1
1803,A223,Confirmation for Final Delivery,22-Feb-2024,1
1804,A223,Final Delivery,23-Feb-2024,1
1805,A200,Confirmation for Final Delivery,21-Feb-2024,1
1806,A200,Final Delivery,23-Feb-2024,1
1807,A281,Final Delivery,25-Feb-2024,1
1808,A271,Confirmation for Final Delivery,23-Feb-2024,1
1809,A271,Final Delivery,26-Feb-2024,1
1810,A283,Project Start Date,27-Feb-2024,1
1811,A283,Photoshoot Start,29-Feb-2024,1
1812,A289,Purchase Date,31-Jan-2024,1
1813,A289,Sales Confirmation,27-Feb-2024,1
1814,A289,Project Start Date,27-Feb-2024,1
1815,A205,Confirmation for Final Delivery,21-Feb-2024,1
1816,A205,Final Delivery,27-Feb-2024,1
1817,A220,1st Rework Start,20-Feb-2024,1
1818,A220,1st Rework End,28-Feb-2024,1
1819,A220,Final Delivery,28-Feb-2024,1
1820,A290,Purchase Date,3-Feb-2024,1
1821,A290,Sales Confirmation,27-Feb-2024,1
