S.no,HS_ID,Status,Date,Diff.
44,A17,Sales Confirmation,27-Mar-2023,1
45,A38,Partial Data Received,27-Mar-2023,1
46,A72,Partial Data Received,27-Mar-2023,1
47,A72,Project Start Date,27-Mar-2023,1
48,A72,Tower Modeling Start,27-Mar-2023,1
49,A18,1st Rework Start,31-Mar-2023,1
50,A36,1st Cut Delivery,31-Mar-2023,1
51,A27,1st Rework End,31-Mar-2023,1
52,A27,2nd Rework Received,5-Apr-2023,1
53,A27,2nd Rework Start,5-Apr-2023,1
54,A74,Sales Confirmation,5-Apr-2023,1
55,A31,1st Cut Delivery,6-Apr-2023,1
56,A33,1st Cut Delivery,6-Apr-2023,1
57,A27,2nd Rework End,6-Apr-2023,1
58,A72,Tower Modeling End,6-Apr-2023,1
59,A3,Sales Confirmation,10-Apr-2023,1
60,A21,Sales Confirmation,10-Apr-2023,1
61,A41,Partial Data Received,10-Apr-2023,1
62,A41,Project Start Date,10-Apr-2023,1
63,A37,1st Cut Delivery,10-Apr-2023,1
64,A75,Sales Confirmation,10-Apr-2023,1
65,A76,Sales Confirmation,10-Apr-2023,1
66,A77,Sales Confirmation,10-Apr-2023,1
67,A72,1st Tower Modeling Rework Received,10-Apr-2023,1
68,A4,Sales Confirmation,11-Apr-2023,1
69,A5,Sales Confirmation,11-Apr-2023,1
70,A45,Sales Confirmation,11-Apr-2023,1
71,A34,Partial Data Received,11-Apr-2023,1
72,A39,Partial Data Received,11-Apr-2023,1
73,A40,Partial Data Received,11-Apr-2023,1
74,A39,Project Start Date,11-Apr-2023,1
75,A19,1st Rework Received,12-Apr-2023,1
76,A34,Project Start Date,12-Apr-2023,1
77,A40,Project Start Date,12-Apr-2023,1
78,A41,1st Cut Delivery,17-Apr-2023,1
79,A31,1st Rework Received,17-Apr-2023,1
80,A31,1st Rework Start,17-Apr-2023,1
81,A73,Partial Data Received,18-Apr-2023,1
82,A73,Project Start Date,18-Apr-2023,1
83,A73,Tower Modeling Start,18-Apr-2023,1
84,A17,Final Data Received,19-Apr-2023,1
85,A17,Project Start Date,19-Apr-2023,1
86,A17,Tower Modeling Start,19-Apr-2023,1
87,A19,1st Cut Delivery,20-Apr-2023,1
88,A19,1st Rework Approval/Clarification,20-Apr-2023,1
89,A31,1st Rework End,20-Apr-2023,1
90,A34,1st Cut Delivery,21-Apr-2023,1
91,A19,2nd Rework Approval/Clarification,24-Apr-2023,1
92,A39,1st Cut Delivery,24-Apr-2023,1
93,A40,1st Cut Delivery,24-Apr-2023,1
94,A73,Tower Modeling End,24-Apr-2023,1
95,A76,Partial Data Received,24-Apr-2023,1
96,A76,Project Start Date,24-Apr-2023,1
97,A76,Tower Modeling Start,24-Apr-2023,1
98,A19,1st Tower Modeling Rework Start,20-Apr-2023,1
99,A19,1st Tower Modeling Rework End,26-Apr-2023,1
100,A21,Partial Data Received,26-Apr-2023,1
101,A21,Project Start Date,3-Nov-2023,1
102,A21,Tower Modeling Start,26-Apr-2023,1
103,A6,Sales Confirmation,27-Apr-2023,1
104,A7,Sales Confirmation,27-Apr-2023,1
105,A8,Sales Confirmation,27-Apr-2023,1
106,A18,1st Tower Modeling Rework Received,27-Apr-2023,1
107,A18,1st Tower Modeling Rework End,27-Apr-2023,1
108,A18,2nd Tower Modeling Rework Received,28-Apr-2023,1
109,A44,Partial Data Received,28-Apr-2023,1
110,A48,Sales Confirmation,1-May-2023,1
111,A49,Sales Confirmation,1-May-2023,1
112,A44,Project Start Date,1-May-2023,1
113,A27,3nd Rework Received,1-May-2023,1
114,A72,1st Tower Modeling Rework Approval/Clarification,1-May-2023,1
115,A17,Tower Modeling End,2-May-2023,1
116,A27,3rd Rework Start,2-May-2023,1
117,A27,3rd Rework End,2-May-2023,1
118,A21,Tower Modeling End,3-May-2023,1
119,A34,1st Rework Received,3-May-2023,1
120,A34,1st Rework Start,4-May-2023,1
121,A72,1st Tower Modeling Rework End,4-May-2023,1
122,A34,1st Rework End,5-May-2023,1
123,A73,Final Data Received,5-May-2023,1
124,A17,Tower Modeling Confirmation,8-May-2023,1
125,A76,Tower Modeling End,8-May-2023,1
126,A16,Partial Data Received,9-May-2023,1
127,A16,Project Start Date,9-May-2023,1
128,A16,Tower Modeling Start,9-May-2023,1
129,A19,2nd Tower Modeling Rework Received,9-May-2023,1
130,A19,2nd Tower Modeling Rework Approval/Clarification,9-May-2023,1
131,A24,Partial Data Received,9-May-2023,1
132,A24,Project Start Date,9-May-2023,1
133,A73,1st Tower Modeling Rework Received,10-May-2023,1
134,A16,Tower Modeling End,11-May-2023,1
135,A19,2nd Tower Modeling Rework Start,5-May-2023,1
136,A19,2nd Tower Modeling Rework End,11-May-2023,1
137,A22,Sales Confirmation,11-May-2023,1
138,A44,1st Cut Delivery,11-May-2023,1
139,A73,1st Tower Modeling Rework End,12-May-2023,1
140,A20,Partial Data Received,15-May-2023,1
141,A38,Project Start Date,15-May-2023,1
142,A24,1st Cut Delivery,15-May-2023,1
143,A42,Partial Data Received,17-May-2023,1
144,A50,Partial Data Received,17-May-2023,1
145,A50,Project Start Date,17-May-2023,1
146,A31,2nd Rework Received,17-May-2023,1
147,A31,2nd Rework Approval/Clarification,17-May-2023,1
148,A73,Tower Modeling Confirmation,17-May-2023,1
149,A42,Project Start Date,18-May-2023,1
150,A40,1st Rework Approval/Clarification,18-May-2023,1
151,A40,1st Rework Start,18-May-2023,1
152,A41,1st Rework Received,19-May-2023,1
153,A41,1st Rework Start,19-May-2023,1
154,A31,2nd Rework Start,19-May-2023,1
155,A40,1st Rework End,22-May-2023,1
156,A41,1st Rework End,22-May-2023,1
157,A73,Playblast Delivery,22-May-2023,1
158,A16,1st Tower Modeling Rework Received,23-May-2023,1
159,A17,1st Cut Delivery,23-May-2023,1
160,A38,1st Cut Delivery,23-May-2023,1
161,A31,2nd Rework End,24-May-2023,1
162,A31,3nd Rework Received,24-May-2023,1
163,A31,3rd Rework Approval/Clarification,25-May-2023,1
164,A31,3rd Rework Start,25-May-2023,1
165,A46,Partial Data Received,26-May-2023,1
166,A46,Project Start Date,26-May-2023,1
167,A31,3rd Rework End,26-May-2023,1
168,A74,Playblast Delivery,26-May-2023,1
169,A73,Render View Delivery,27-May-2023,1
170,A31,4th Rework Received,29-May-2023,1
171,A16,1st Tower Modeling Rework End,1-Jun-2023,1
172,A20,1st Cut Delivery,2-Jun-2023,1
173,A50,1st Cut Delivery,2-Jun-2023,1
174,A58,Sales Confirmation,5-Jun-2023,1
175,A46,1st Cut Delivery,5-Jun-2023,1
176,A31,4th Rework Start,2-Jun-2023,1
177,A31,4th Rework End,5-Jun-2023,1
178,A74,Project Start Date,6-Jun-2023,1
179,A74,Tower Modeling Start,6-Jun-2023,1
180,A20,1st Rework Received,7-Jun-2023,1
181,A20,1st Rework Start,7-Jun-2023,1
182,A51,Partial Data Received,7-Jun-2023,1
183,A52,Partial Data Received,7-Jun-2023,1
184,A51,Project Start Date,7-Jun-2023,1
185,A50,1st Rework Received,7-Jun-2023,1
186,A50,1st Rework Start,7-Jun-2023,1
187,A52,Project Start Date,8-Jun-2023,1
188,A42,1st Cut Delivery,8-Jun-2023,1
189,A50,1st Rework End,8-Jun-2023,1
190,A19,1st Rework Start,9-Jun-2023,1
191,A46,1st Rework Received,9-Jun-2023,1
192,A9,Sales Confirmation,12-Jun-2023,1
193,A10,Sales Confirmation,12-Jun-2023,1
194,A11,Sales Confirmation,12-Jun-2023,1
195,A12,Sales Confirmation,12-Jun-2023,1
196,A53,Sales Confirmation,12-Jun-2023,1
197,A54,Sales Confirmation,12-Jun-2023,1
198,A55,Sales Confirmation,12-Jun-2023,1
199,A60,Sales Confirmation,12-Jun-2023,1
200,A46,1st Rework Approval/Clarification,12-Jun-2023,1
201,A78,Sales Confirmation,12-Jun-2023,1
202,A79,Sales Confirmation,12-Jun-2023,1
203,A74,Final Data Received,12-Jun-2023,1
204,A20,1st Rework End,13-Jun-2023,1
205,A56,Partial Data Received,13-Jun-2023,1
206,A56,Project Start Date,13-Jun-2023,1
207,A80,Sales Confirmation,13-Jun-2023,1
208,A74,Tower Modeling End,13-Jun-2023,1
209,A46,1st Rework Start,14-Jun-2023,1
210,A59,Partial Data Received,16-Jun-2023,1
211,A59,Project Start Date,16-Jun-2023,1
212,A56,1st Cut Delivery,16-Jun-2023,1
213,A14,Sales Confirmation,19-Jun-2023,1
214,A62,Sales Confirmation,19-Jun-2023,1
215,A57,Partial Data Received,19-Jun-2023,1
216,A61,Partial Data Received,19-Jun-2023,1
217,A61,Project Start Date,19-Jun-2023,1
218,A51,1st Cut Delivery,19-Jun-2023,1
219,A81,Sales Confirmation,19-Jun-2023,1
220,A64,Sales Confirmation,21-Jun-2023,1
221,A63,Partial Data Received,21-Jun-2023,1
222,A31,5th Rework Received,21-Jun-2023,1
223,A33,5th Rework Received,21-Jun-2023,1
224,A16,1st Cut Delivery,22-Jun-2023,1
225,A63,Project Start Date,22-Jun-2023,1
226,A52,1st Cut Delivery,22-Jun-2023,1
227,A24,1st Rework Start,22-Jun-2023,1
228,A22,Project Start Date,23-Jun-2023,1
229,A22,Tower Modeling Start,23-Jun-2023,1
230,A57,Project Start Date,23-Jun-2023,1
231,A24,1st Rework End,23-Jun-2023,1
232,A19,1st Rework End,24-Jun-2023,1
233,A82,Sales Confirmation,24-Jun-2023,1
234,A65,Partial Data Received,26-Jun-2023,1
235,A68,Partial Data Received,26-Jun-2023,1
236,A31,5th Rework Start,26-Jun-2023,1
237,A33,5th Rework Start,26-Jun-2023,1
238,A22,Tower Modeling End,27-Jun-2023,1
239,A65,Project Start Date,27-Jun-2023,1
240,A66,Partial Data Received,28-Jun-2023,1
241,A66,Project Start Date,28-Jun-2023,1
242,A68,Project Start Date,28-Jun-2023,1
243,A59,1st Cut Delivery,28-Jun-2023,1
244,A15,Sales Confirmation,30-Jun-2023,1
245,A69,Sales Confirmation,30-Jun-2023,1
246,A70,Sales Confirmation,30-Jun-2023,1
247,A71,Sales Confirmation,30-Jun-2023,1
248,A67,Partial Data Received,30-Jun-2023,1
249,A67,Project Start Date,30-Jun-2023,1
250,A31,5th Rework End,30-Jun-2023,1
251,A33,5th Rework End,30-Jun-2023,1
252,A43,Sales Confirmation,12-Apr-2023,1
253,A47,Sales Confirmation,26-Apr-2023,1
254,A46,Sales Confirmation,26-Apr-2023,1
255,A83,Sales Confirmation,3-Jul-2023,1
256,A83,Project Start Date,3-Jul-2023,1
257,A59,Final Delivery,3-Jul-2023,1
258,A61,1st Cut Delivery,3-Jul-2023,1
259,A4,Project Start Date,4-Jul-2023,1
260,A74,2nd Playblast Rework End,4-Jul-2023,1
261,A63,1st Cut Delivery,4-Jul-2023,1
262,A40,1st Rework End,5-Jul-2023,1
263,A72,1st Rework End,6-Jul-2023,1
264,A84,Sales Confirmation,6-Jul-2023,1
265,A67,1st Cut Delivery,10-Jul-2023,1
266,A74,1st Playblast Rework End,7-Jul-2023,1
267,A85,1st Cut Delivery,8-Jul-2023,1
268,A22,1st Tower Modeling Rework End,10-Jul-2023,1
269,A86,Sales Confirmation,26-Jun-2023,1
270,A86,Project Start Date,27-Jun-2023,1
271,A65,1st Cut Delivery,7-Jul-2023,1
272,A84,Project Start Date,10-Jul-2023,1
273,A87,Deemed Consumed,10-Oct-2022,1
274,A87,1st Rework Start,12-Jun-2023,1
275,A87,1st Rework End,29-Jun-2023,1
276,A87,2nd Rework Start,7-Jul-2023,1
277,A87,2nd Rework End,10-Jul-2023,1
278,A34,Final Delivery,10-Jul-2023,1
279,A4,Partial Data Received,12-Jul-2023,1
280,A57,Final Delivery,11-Jul-2023,1
281,A88,Sales Confirmation,12-Jul-2023,1
282,A35,Project Start Date,7-Jul-2023,1
283,A35,Photoshoot Start,7-Jul-2023,1
284,A35,Photoshoot End,7-Jul-2023,1
285,A35,Final Delivery,12-Jul-2023,1
286,A65,1st Rework Start,11-Jul-2023,1
287,A65,1st Rework End,12-Jul-2023,1
288,A50,1st Rework Start,11-Jul-2023,1
289,A50,1st Rework End,12-Jul-2023,1
290,A84,Final Delivery,13-Jul-2023,1
291,A87,Final Delivery,14-Jul-2023,1
292,A74,Playblast Changes Done,14-Jul-2023,1
293,A68,1st Cut Delivery,14-Jul-2023,1
294,A66,1st Cut Delivery,14-Jul-2023,1
295,A72,Playblast Changes Done,14-Jul-2023,1
296,A72,Exterior changes done,14-Jul-2023,1
297,A61,1st Rework Start,13-Jul-2023,1
298,A61,1st Rework End,17-Jul-2023,1
299,A86,1st Cut Delivery,17-Jul-2023,1
300,A83,1st Cut Delivery,17-Jul-2023,1
301,A89,Sales Confirmation,6-Jul-2023,1
302,A89,Final Data Received,10-Jul-2023,1
303,A89,Project Start Date,10-Jul-2023,1
304,A89,1st Cut Delivery,17-Jul-2023,1
305,A65,2nd Rework Start,14-Jul-2023,1
306,A65,2nd Rework End,17-Jul-2023,1
307,A86,1st Rework Start,14-Jul-2023,1
308,A86,1st Rework End,17-Jul-2023,1
309,A90,Sales Confirmation,18-Jul-2023,1
310,A41,Final Delivery,18-Jul-2023,1
311,A29,Final Delivery,18-Jul-2023,1
312,A91,Sales Confirmation,18-Jul-2023,1
313,A28,1st Rework Start,17-Jul-2023,1
314,A28,1st Rework End,18-Jul-2023,1
315,A92,Sales Confirmation,11-Apr-2023,1
316,A45,Project Start Date,18-Jul-2023,1
317,A14,Partial Data Received,18-Jul-2023,1
318,A28,Final Delivery,19-Jul-2023,1
319,A24,Final Delivery,19-Jul-2023,1
320,A72,3rd Rework Start,16-Jul-2023,1
321,A72,3rd Rework End,19-Jul-2023,1
322,A74,3rd Playblast Rework Start,18-Jul-2023,1
323,A74,3rd Playblast Rework End,19-Jul-2023,1
324,A89,1st Rework Received,18-Jul-2023,1
325,A89,1st Rework Start,18-Jul-2023,1
326,A89,1st Rework End,19-Jul-2023,1
327,A83,1st Rework Received,18-Jul-2023,1
328,A83,1st Rework Start,18-Jul-2023,1
329,A83,1st Rework End,19-Jul-2023,1
330,A93,Sales Confirmation,20-Jul-2023,1
331,A94,Sales Confirmation,20-Jul-2023,1
332,A95,Sales Confirmation,21-Jul-2023,1
333,A94,Project Start Date,21-Jul-2023,1
334,A67,Final Delivery,21-Jul-2023,1
335,A83,2nd Rework Received,20-Jul-2023,1
336,A83,2nd Rework Start,21-Jul-2023,1
337,A83,2nd Rework End,21-Jul-2023,1
338,A52,Final Delivery,24-Jul-2023,1
339,A50,Final Delivery,24-Jul-2023,1
340,A89,Final Delivery,24-Jul-2023,1
341,A68,1st Rework Received,21-Jul-2023,1
342,A68,1st Rework Start,24-Jul-2023,1
343,A68,1st Rework End,25-Jul-2023,1
344,A96,Sales Confirmation,25-Jul-2023,1
345,A97,Sales Confirmation,25-Jul-2023,1
346,A98,Sales Confirmation,25-Jul-2023,1
347,A40,L_P Conversion Start,25-Jul-2023,1
348,A66,Confirmation for Final Delivery,15-Jul-2023,1
349,A99,Sales Confirmation,25-Jul-2023,1
350,A97,Final Data Received,25-Jul-2023,1
351,A98,Final Data Received,25-Jul-2023,1
352,A97,Project Start Date,26-Jul-2023,1
353,A98,Project Start Date,26-Jul-2023,1
354,A73,Final Delivery with Watermark,25-Jul-2023,1
355,A86,Final Delivery,26-Jul-2023,1
356,A65,Final Delivery,26-Jul-2023,1
357,A51,Final Delivery,26-Jul-2023,1
358,A61,Final Delivery,26-Jul-2023,1
359,A68,2nd Rework Received,25-Jul-2023,1
360,A68,2nd Rework Start,26-Jul-2023,1
361,A68,2nd Rework End,26-Jul-2023,1
362,A100,Sales Confirmation,26-Jul-2023,1
363,A101,Sales Confirmation,26-Jul-2023,1
364,A101,Final Data Received,26-Jul-2023,1
365,A101,Project Start Date,27-Jul-2023,1
366,A93,Final Data Received,26-Jul-2023,1
367,A93,Project Start Date,27-Jul-2023,1
368,A83,Confirmation for Final Delivery,26-Jul-2023,1
369,A83,Final Delivery,27-Jul-2023,1
370,A27,Confirmation for Final Delivery,26-Jul-2023,1
371,A27,Final Delivery,27-Jul-2023,1
372,A102,Sales Confirmation,27-Jul-2023,1
373,A91,Final Data Received,28-Jul-2023,1
374,A91,Project Start Date,28-Jul-2023,1
375,A103,Sales Confirmation,28-Jul-2023,1
376,A94,1st Cut Delivery,27-Jul-2023,1
377,A94,1st Rework Received,27-Jul-2023,1
378,A94,1st Rework Start,28-Jul-2023,1
379,A94,1st Rework End,28-Jul-2023,1
380,A104,Sales Confirmation,28-Jul-2023,1
381,A105,Sales Confirmation,28-Jul-2023,1
382,A106,Sales Confirmation,28-Jul-2023,1
383,A107,Sales Confirmation,28-Jul-2023,1
384,A108,Sales Confirmation,28-Jul-2023,1
385,A109,Sales Confirmation,28-Jul-2023,1
386,A88,Final Data Received,27-Jul-2023,1
387,A88,Project Start Date,27-Jul-2023,1
388,A88,Photoshoot Start,27-Jul-2023,1
389,A88,Photoshoot End,28-Jul-2023,1
390,A63,1st Rework Received,28-Jul-2023,1
391,A63,1st Rework Start,28-Jul-2023,1
392,A63,1st Rework End,1-Aug-2023,1
393,A111,Sales Confirmation,1-Aug-2023,1
394,A112,Sales Confirmation,1-Aug-2023,1
395,A112,Final Data Received,1-Aug-2023,1
396,A112,Project Start Date,2-Aug-2023,1
397,A113,Sales Confirmation,3-Aug-2023,1
398,A73,Confirmation for Final Delivery,3-Aug-2023,1
399,A73,Final Delivery,3-Aug-2023,1
400,A45,1st Cut Delivery,3-Aug-2023,1
401,A22,1st Cut Delivery,4-Aug-2023,1
402,A12,Partial Data Received,26-Jul-2023,1
403,A12,Project Start Date,27-Jul-2023,1
404,A12,Tower Modeling Start,27-Jul-2023,1
405,A12,Tower Modeling End,4-Aug-2023,1
406,A94,Confirmation for Final Delivery,3-Aug-2023,1
407,A94,Final Delivery,4-Aug-2023,1
408,A101,1st Cut Delivery,7-Aug-2023,1
409,A24,Sales Confirmation,22-Sep-2022,1
410,A103,Final Data Received,7-Aug-2023,1
411,A103,Project Start Date,8-Aug-2023,1
412,A27,Sales Confirmation,7-Dec-2022,1
413,A28,Sales Confirmation,5-Jan-2023,1
414,A29,Sales Confirmation,8-Feb-2023,1
415,A31,Sales Confirmation,6-Mar-2023,1
416,A33,Sales Confirmation,6-Mar-2023,1
417,A34,Sales Confirmation,10-Mar-2023,1
418,A36,Sales Confirmation,26-Dec-2022,1
419,A37,Sales Confirmation,21-Mar-2023,1
420,A38,Sales Confirmation,27-Mar-2023,1
421,A39,Sales Confirmation,30-Mar-2023,1
422,A40,Sales Confirmation,30-Mar-2023,1
423,A41,Sales Confirmation,10-Apr-2023,1
424,A42,Sales Confirmation,10-Apr-2023,1
425,A44,Sales Confirmation,19-Apr-2023,1
426,A50,Sales Confirmation,16-May-2023,1
427,A51,Sales Confirmation,31-May-2023,1
428,A52,Sales Confirmation,2-Jun-2023,1
429,A56,Sales Confirmation,12-Jun-2023,1
430,A57,Sales Confirmation,5-Jun-2023,1
431,A59,Sales Confirmation,15-Jun-2023,1
432,A61,Sales Confirmation,12-Jun-2023,1
433,A63,Sales Confirmation,21-Jun-2023,1
434,A65,Sales Confirmation,22-Jun-2023,1
435,A66,Sales Confirmation,27-Jun-2023,1
436,A67,Sales Confirmation,26-Jun-2023,1
437,A68,Sales Confirmation,26-Jun-2023,1
438,A85,Sales Confirmation,2-Sep-2022,1
439,A87,Sales Confirmation,15-Jan-2020,1
440,A85,Project Start Date,9-May-2023,1
441,A87,Project Start Date,5-Mar-2021,1
442,A110,Sales Confirmation,1-Aug-2023,1
443,A66,Final Delivery,16-Jul-2023,1
444,A114,Sales Confirmation,8-Aug-2023,1
445,A115,Sales Confirmation,8-Aug-2023,1
446,A116,Sales Confirmation,8-Aug-2023,1
447,A14,Project Start Date,18-Jul-2023,1
448,A14,Tower Modeling Start,18-Jul-2023,1
449,A14,Tower Modeling End,8-Aug-2023,1
450,A100,Final Data Received,9-Aug-2023,1
451,A100,Project Start Date,10-Aug-2023,1
452,A117,Sales Confirmation,9-Aug-2023,1
453,A117,Project Start Date,10-Aug-2023,1
454,A118,Sales Confirmation,9-Aug-2023,1
455,A118,Project Start Date,10-Aug-2023,1
456,A22,1st Rework Received,10-Aug-2023,1
457,A22,1st Rework Start,10-Aug-2023,1
458,A93,1st Cut Delivery,10-Aug-2023,1
459,A97,1st Cut Delivery,10-Aug-2023,1
460,A98,1st Cut Delivery,10-Aug-2023,1
461,A112,1st Cut Delivery,11-Aug-2023,1
462,A101,1st Rework Received,9-Aug-2023,1
463,A101,1st Rework Start,10-Aug-2023,1
464,A101,1st Rework End,11-Aug-2023,1
465,A48,Project Start Date,3-Aug-2023,1
466,A48,Photoshoot Start,3-Aug-2023,1
467,A49,Project Start Date,3-Aug-2023,1
468,A49,Photoshoot Start,3-Aug-2023,1
469,A48,Photoshoot End,3-Aug-2023,1
470,A49,Photoshoot End,3-Aug-2023,1
471,A119,Sales Confirmation,11-Aug-2023,1
472,A119,Final Data Received,11-Aug-2023,1
473,A119,Project Start Date,14-Aug-2023,1
474,A91,1st Cut Delivery,11-Aug-2023,1
475,A96,Partial Data Received,28-Jul-2023,1
476,A96,Project Start Date,31-Jul-2023,1
477,A48,Final Delivery,14-Aug-2023,1
478,A49,Final Delivery,14-Aug-2023,1
479,A74,Confirmation for Final Delivery,14-Aug-2023,1
480,A74,Final Delivery,14-Aug-2023,1
481,A76,1st Tower Modeling Rework End,16-Aug-2023,1
482,A103,1st Cut Delivery,17-Aug-2023,1
483,A91,1st Rework Received,16-Aug-2023,1
484,A91,1st Rework Start,17-Aug-2023,1
485,A91,1st Rework End,18-Aug-2023,1
486,A40,Final Delivery,18-Aug-2023,1
487,A120,Sales Confirmation,18-Aug-2023,1
488,A100,1st Cut Delivery,21-Aug-2023,1
489,A121,Sales Confirmation,21-Aug-2023,1
490,A122,Sales Confirmation,21-Aug-2023,1
491,A43,Project Start Date,22-Aug-2023,1
492,A22,1st Rework End,22-Aug-2023,1
493,A123,Sales Confirmation,22-Aug-2023,1
494,A124,Sales Confirmation,21-Aug-2023,1
495,A76,2nd Tower Modeling Rework Received,17-Aug-2023,1
496,A76,2nd Tower Modeling Rework End,22-Aug-2023,1
497,A72,4th Rework Received,21-Aug-2023,1
498,A72,4th Rework Start,21-Aug-2023,1
499,A118,1st Cut Delivery,22-Aug-2023,1
500,A81,Project Start Date,7-Aug-2023,1
501,A81,Tower Modeling Start,7-Aug-2023,1
502,A81,Tower Modeling End,22-Aug-2023,1
503,A22,2nd Rework Received,22-Aug-2023,1
504,A22,2nd Rework Start,22-Aug-2023,1
505,A103,Confirmation for Final Delivery,21-Aug-2023,1
506,A103,Final Delivery,22-Aug-2023,1
507,A101,Confirmation for Final Delivery,21-Aug-2023,1
508,A101,Final Delivery,22-Aug-2023,1
509,A113,Project Start Date,14-Aug-2023,1
510,A113,Photoshoot Start,14-Aug-2023,1
511,A113,Photoshoot End,14-Aug-2023,1
512,A125,Sales Confirmation,22-Aug-2023,1
513,A126,Sales Confirmation,22-Aug-2023,1
514,A127,Sales Confirmation,22-Aug-2023,1
515,A36,Final Delivery,4-Aug-2023,1
516,A18,Final Delivery,4-Aug-2023,1
517,A39,Deemed Consumed,23-Aug-2023,1
518,A19,Deemed Consumed,23-Aug-2023,1
519,A31,Deemed Consumed,23-Aug-2023,1
520,A33,Deemed Consumed,23-Aug-2023,1
521,A42,Deemed Consumed,23-Aug-2023,1
522,A37,Deemed Consumed,23-Aug-2023,1
523,A112,1st Rework Received,17-Aug-2023,1
524,A112,1st Rework Received,18-Aug-2023,1
525,A112,1st Rework End,23-Aug-2023,1
526,A56,1st Rework Received,18-Aug-2023,1
527,A56,1st Rework Start,21-Aug-2023,1
528,A56,1st Rework End,23-Aug-2023,1
529,A117,1st Cut Delivery,23-Aug-2023,1
530,A22,2nd Rework End,24-Aug-2023,1
531,A113,Confirmation for Final Delivery,24-Aug-2023,1
532,A113,Final Delivery,24-Aug-2023,1
533,A44,Confirmation for Final Delivery,23-Aug-2023,1
534,A44,Final Delivery,24-Aug-2023,1
535,A22,3nd Rework Received,24-Aug-2023,1
536,A22,3rd Rework Start,24-Aug-2023,1
537,A119,1st Cut Delivery,24-Aug-2023,1
538,A100,1st Rework Received,22-Aug-2023,1
539,A100,1st Rework Start,23-Aug-2023,1
540,A100,1st Rework End,24-Aug-2023,1
541,A22,3rd Rework End,25-Aug-2023,1
542,A78,Partial Data Received,14-Aug-2023,1
543,A22,Confirmation for Final Delivery,25-Aug-2023,1
544,A112,Confirmation for Final Delivery,25-Aug-2023,1
545,A112,Final Delivery,26-Aug-2023,1
546,A88,Final Delivery,28-Aug-2023,1
547,A128,Sales Confirmation,28-Aug-2023,1
548,A129,Sales Confirmation,28-Aug-2023,1
549,A43,1st Cut Delivery,24-Aug-2023,1
550,A4,1st Cut Delivery,28-Aug-2023,1
551,A22,Final Delivery,28-Aug-2023,1
552,A124,Partial Data Received,28-Aug-2023,1
553,A129,Final Data Received,28-Aug-2023,1
554,A129,Project Start Date,29-Aug-2023,1
555,A130,Sales Confirmation,28-Aug-2023,1
556,A102,Project Start Date,29-Aug-2023,1
557,A102,Photoshoot Start,29-Aug-2023,1
558,A102,Photoshoot End,29-Aug-2023,1
559,A130,Final Data Received,29-Aug-2023,1
560,A130,Project Start Date,31-Aug-2023,1
561,A90,Final Data Received,29-Aug-2023,1
562,A90,Project Start Date,31-Aug-2023,1
563,A100,Confirmation for Final Delivery,28-Aug-2023,1
564,A100,Final Delivery,29-Aug-2023,1
565,A118,Confirmation for Final Delivery,28-Aug-2023,1
566,A118,Final Delivery,29-Aug-2023,1
567,A72,4th Rework End,29-Aug-2023,1
568,A85,1st Rework Start,25-Aug-2023,1
