opportunity_id,project_type,project_name,builder_name,city_name,product_name,package_id,quantity,purchase_date,sales_confirmation_date,account_manager,current_status_name,Latest_date,project_start_date
https://lookup.housing.com/opportunity/7238153,,Shree Nav Dadar,VCA Group,Mumbai,Drone Interactive,,1,30-Jun-2025,4-Jul-2025,Jatin Chandrakant Pawar,Project Start Date,4-Jul-2025,4-Jul-2025
https://lookup.housing.com/opportunity/6803434,,Tru Meadows,Tru Realty,Mumbai,Drone Interactive,,1,22-May-2025,9-Jun-2025,Jatin Chandrakant Pawar,Project Start Date,10-Jun-2025,10-Jun-2025
https://lookup.housing.com/opportunity/6645491,,Adore,Adore Realtech Pvt Ltd,Faridabad,Drone video + voiceover,,1,5-May-2025,5-May-2025,Apurva Gupta,Project Start Date,8-May-2025,8-May-2025
https://lookup.housing.com/opportunity/6007883,,Sagar Elite,Agrawal Builders And Colonizers Co,Bhopal,Drone video + voiceover,,1,26-Feb-2025,3-May-2025,Kamlesh Kumar Malviya,Project Start Date,7-May-2025,7-May-2025
https://lookup.housing.com/opportunity/6533436,,Kumar Primeview,Kumar Properties,Pune,Area Wiki Lite,,1,12-May-2025,13-May-2025,Darshan Arjun Pingat,Project Start Date,22-May-2025,22-May-2025
https://lookup.housing.com/opportunity/6533436,,Kumar Primeview,Kumar Properties,Pune,Custom content,,1,12-May-2025,13-May-2025,Darshan Arjun Pingat,Project Start Date,22-May-2025,22-May-2025
https://lookup.housing.com/opportunity/6335266,,Rohaniya Heights,Kripa Nidhi Homes,Varanasi,Drone Interactive,,1,31-Mar-2025,11-Apr-2025,Manish Tripathi,Project Start Date,14-Apr-2025,14-Apr-2025
https://lookup.housing.com/opportunity/6335266,,Rohaniya Heights,Kripa Nidhi Homes,Varanasi,Drone video + voiceover,,1,31-Mar-2025,11-Apr-2025,Manish Tripathi,Project Start Date,14-Apr-2025,14-Apr-2025
https://lookup.housing.com/opportunity/6586127,,La Wisteria,See Breeze Villas,Delhi,Drone Interactive,,1,25-Apr-2025,25-Apr-2025,Nitish Bhardwaj,Project Start Date,28-Apr-2025,28-Apr-2025
https://lookup.housing.com/opportunity/6586127,,La Wisteria,See Breeze Villas,Delhi,Drone video + voiceover,,1,25-Apr-2025,25-Apr-2025,Nitish Bhardwaj,Project Start Date,28-Apr-2025,28-Apr-2025
https://lookup.housing.com/opportunity/6229531,,Shree Krishna Nilayam,Vinayak Sangam Group,Varanasi,Drone video + voiceover,,1,20-Mar-2025,27-Apr-2025,Manish Tripathi,Project Start Date,28-Apr-2025,28-Apr-2025
https://lookup.housing.com/opportunity/5897610,,Nivasa Developers,Nivasa Developers,Mumbai,Drone Interactive,,1,28-Feb-2025,28-Feb-2025,Ebrahim Khalil Mohammad Ali Haider,Project Start Date,24-Mar-2025,24-Mar-2025
https://lookup.housing.com/opportunity/6339639,,Mahalaxmi Plaza,SWASTIK ASSOCIATES,Bhubaneswar,Drone Interactive,,1,3-Apr-2025,7-Apr-2025,Rakesh Swain,Project Start Date,15-Apr-2025,15-Apr-2025
https://lookup.housing.com/opportunity/6338067,,Zen,Kohinoor Group,Pune,Drone Interactive,,1,3-Apr-2025,12-Apr-2025,Darshan Arjun Pingat,Project Start Date,21-Apr-2025,21-Apr-2025
https://lookup.housing.com/opportunity/6338128,,Palm Olympia,Sam India,Noida,Construction Update,,1,4-Apr-2025,11-Apr-2025,Aditya Sharma,Project Start Date,14-Apr-2025,14-Apr-2025
https://lookup.housing.com/opportunity/6806250,,Saviour Vridhi,Saviour Builders Private Limited,Noida,Drone Interactive,,1,30-May-2025,13-Jun-2025,Aakash Gaur,Project Start Date,11-Jul-2025,11-Jul-2025
https://lookup.housing.com/opportunity/6806250,,Saviour Vridhi,Saviour Builders Private Limited,Noida,Drone video + voiceover,,1,30-May-2025,13-Jun-2025,Aakash Gaur,Project Start Date,11-Jul-2025,11-Jul-2025
https://lookup.housing.com/opportunity/6806250,,Saviour Manoharram,Saviour Builders Private Limited,Noida,Drone Interactive,,1,30-May-2025,13-Jun-2025,Aakash Gaur,Project Start Date,11-Jul-2025,11-Jul-2025
https://lookup.housing.com/opportunity/6806250,,Saviour Manoharram,Saviour Builders Private Limited,Noida,Drone video + voiceover,,1,30-May-2025,13-Jun-2025,Aakash Gaur,Project Start Date,11-Jul-2025,11-Jul-2025
https://lookup.housing.com/opportunity/7209337,,Ruchira Feliz,Ruchira Projects,Bangalore,Drone video + voiceover,,1,28-Jun-2025,2-Jul-2025,S Zilani Basha,Project Start Date,22-Jul-2025,22-Jul-2025
https://lookup.housing.com/opportunity/7209337,,Ruchira Feliz,Ruchira Projects,Bangalore,Area Wiki Lite,,1,28-Jun-2025,2-Jul-2025,S Zilani Basha,Project Start Date,28-Jun-2025,28-Jun-2025
https://lookup.housing.com/opportunity/6340913,,Valenza,Mahima Group,Jaipur,Drone video + voiceover,,1,1-Apr-2025,23-May-2025,Mohd Wasim Aktar Shekh,Project Start Date,28-Jul-2025,28-Jul-2025
https://lookup.housing.com/opportunity/7237863,,Veena Vatika,KKT CONSTRUCTIONS PVT LTD,Darbhanga,Drone video + voiceover,,1,2-Jul-2025,14-Jul-2025,Manish Kumar Sah,Project Start Date,23-Jul-2025,23-Jul-2025
https://lookup.housing.com/opportunity/7791628,,Grand Amaya,New Vision Homes,Jaipur,Drone video + voiceover,,1,20-Aug-2025,21-Aug-2025,Mohd Wasim Aktar Shekh,Project Start Date,25-Aug-2025,25-Aug-2025
https://lookup.housing.com/opportunity/7593754,,Adore Realtech Pvt Ltd,Adore Realtech Pvt Ltd,Faridabad,Custom content,,1,31-Jul-2025,31-Jul-2025,Varun Arora,Project Start Date,28-Aug-2025,28-Aug-2025
https://lookup.housing.com/opportunity/7588129,,Grand Field,MATHAPATHI CONSTRUCTIONS PVT LTD,Bangalore,Drone video + voiceover,,1,31-Jul-2025,4-Aug-2025,Theertha Prasada A S,Project Start Date,13-Aug-2025,13-Aug-2025
https://lookup.housing.com/opportunity/7588129,,Grand Field,MATHAPATHI CONSTRUCTIONS PVT LTD,Bangalore,Custom content,,1,31-Jul-2025,4-Aug-2025,Theertha Prasada A S,Project Start Date,13-Aug-2025,13-Aug-2025
https://lookup.housing.com/opportunity/6755168,,Nesterra,Triaa Square LLP,Pune,Drone Interactive,,1,6-Jun-2025,10-Jul-2025,Nikita Chetan Mehta,Project Start Date,17-Aug-2025,17-Aug-2025
https://lookup.housing.com/opportunity/7330863,,Siddhant Avenue,ARK Prem Construction,Pune,Drone Interactive,,1,6-Aug-2025,4-Aug-2025,Jitendra Mohan Suryawanshi,Project Start Date,20-Aug-2025,20-Aug-2025
https://lookup.housing.com/opportunity/4956349,,Mahima - The Rise,Mahima Group,Jaipur,Area Wiki Lite,,1,27-Sep-2024,8-Jul-2025,Mohd Wasim Aktar Shekh,Project Start Date,8-Jul-2025,8-Jul-2025
https://lookup.housing.com/opportunity/3077964,,Titania Residency,Titania Infratech Pvt. Ltd,Noida,Drone video + voiceover,,1,28-Aug-2023,28-Aug-2023,Rishabh Kapur,6th Cut Delivery,15-Dec-2023,28-Aug-2023
https://lookup.housing.com/opportunity/3077964,,Titania Villas,Titania Infratech Pvt. Ltd,Noida,Drone video + voiceover,,1,28-Aug-2023,28-Aug-2023,Rishabh Kapur,4th Cut Delivery,15-Dec-2023,28-Aug-2023
https://lookup.housing.com/opportunity/3480494,,Lak And Hanware Realty,Lak And Hanware Realty,Mumbai,Drone video,,1,30-Nov-2023,8-Jan-2024,Anjani Sankatmochan Shukla,Deemed Consumed,13-May-2024,
https://lookup.housing.com/opportunity/3480494,,Lak And Hanware Realty,Lak And Hanware Realty,Mumbai,Drone Interactive,,1,30-Nov-2023,8-Jan-2024,Anjani Sankatmochan Shukla,Deemed Consumed,13-May-2024,
https://lookup.housing.com/opportunity/3931124,,Ozen Realtors India Pvt. Ltd.,Ozen Realtors India Pvt. Ltd.,Nagpur,Drone Interactive,,1,31-Mar-2024,1-Jun-2024,Atul Shyam Wasnik,Deemed Consumed,1-Jun-2024,
https://lookup.housing.com/opportunity/3931124,,Ozen Realtors India Pvt. Ltd.,Ozen Realtors India Pvt. Ltd.,Nagpur,Drone video + voiceover,,1,31-Mar-2024,1-Jun-2024,Atul Shyam Wasnik,Deemed Consumed,1-Jun-2024,
https://lookup.housing.com/opportunity/3351265,,SBR Global Queensville,SBR Buildtech,Bangalore,Area Wiki Lite,,1,13-Nov-2023,13-Nov-2023,Ankit Vaid,2nd Cut Delivery,24-Sep-2024,9-Feb-2024
https://lookup.housing.com/opportunity/3930176,,Tisai residency,Sky Touch,Thane,Drone video + voiceover,,1,30-Mar-2024,3-Apr-2024,Rohit Rampoojan Jha,7th Cut Delivery,3-Oct-2024,19-Apr-2024
https://lookup.housing.com/opportunity/3444905,,Divine Homes Pvt Ltd,Divine Homes Pvt Ltd,Hyderabad,Drone video + voiceover,,1,3-Dec-2023,28-May-2024,M Vamshi Krishna,Opp Dropped,28-May-2024,
https://lookup.housing.com/opportunity/3839335,,Engrace Vista,Modern Spaaces,Bangalore,SliceView,,1,12-Dec-2023,11-Mar-2024,Deepak Panigrahy,Opp Dropped,11-Mar-2024,
https://lookup.housing.com/opportunity/4829531,,City Infra,City Infra,Mumbai,Drone video + voiceover,,1,3-Sep-2024,2-Sep-2024,Pratik Vijay Yenpure,Opp Dropped,12-Nov-2024,
